
AC NO. , AC NAME , CANDIDATE NAME , SEX , PARTY , GENERAL , POSTAL , TOTAL , % VOTES POLLED , TOTAL ELECTORS ,
170,Ghatkopar East,8 Madanlal Kedarnath Gupta,MALE,IND,797,,797,0.63%,234656,
170,Ghatkopar East,9 Sandeep bhai Krishna Pagare,MALE,IND,478,,478,0.38%,234656,
170,Ghatkopar East,10 Comrade Kishor Kardak,MALE,MLPOIRF,420,,420,0.33%,234656,
170,Ghatkopar East,11 Nana Sukhadev Bhise,MALE,BMUP,269,1,270,0.21%,234656,
170,Ghatkopar East,12 Prashant Ahirwar,MALE,JANADIP,154,,154,0.12%,234656,
 TOTAL : ,,,,,126456,160,126616,53.96%,,
171,Mankhurd shivaji Nagar,1 Abu Asim Azmi,MALE,SP,69036,46,69082,48.18%,304526,
171,Mankhurd shivaji Nagar,2 Vithal Govind Lokare,MALE,SHS,43423,58,43481,30.32%,304526,
171,Mankhurd shivaji Nagar,3 Suraiya Akbar Shaikh,FEMALE,VBA,10451,14,10465,7.30%,304526,
171,Mankhurd shivaji Nagar,4 Mohammed Siraj Mohammed Iqbal Shaikh,MALE,IND,9784,5,9789,6.83%,304526,
171,Mankhurd shivaji Nagar,5 Khot Ravindra Krishna,MALE,IND,3286,2,3288,2.29%,304526,
171,Mankhurd shivaji Nagar,6 Maruti (Dada) Dharma Gaikwad,MALE,BSP,2731,2,2733,1.91%,304526,
171,Mankhurd shivaji Nagar,7 NOTA,,NOTA,1873,3,1876,1.31%,304526,
171,Mankhurd shivaji Nagar,8 Khurshed Nazir Khan,MALE,IND,948,1,949,0.66%,304526,
171,Mankhurd shivaji Nagar,9 Alamgeer Ahmad R. Rahmani,MALE,PECP,800,,800,0.56%,304526,
171,Mankhurd shivaji Nagar,10 Rakesh Chandrakant Gaikwad,MALE,BMUP,531,,531,0.37%,304526,
171,Mankhurd shivaji Nagar,11 Baban Sopan Thoke,MALE,IND,397,,397,0.28%,304526,
 TOTAL : ,,,,,143260,131,143391,47.09%,,
172,Anushakti Nagar,1 NAWAB MALIK,MALE,NCP,65068,149,65217,46.84%,251916,
172,Anushakti Nagar,2 TUKARAM RAMKRUSHNA KATE,MALE,SHS,52243,223,52466,37.68%,251916,
172,Anushakti Nagar,3 YASIN ISMAIL SAYED,MALE,IND,7681,20,7701,5.53%,251916,
172,Anushakti Nagar,4 Adv. VIJAY SURESH RAORANE,MALE,MNS,5856,23,5879,4.22%,251916,
172,Anushakti Nagar,5 NOTA,,NOTA,2285,5,2290,1.64%,251916,
172,Anushakti Nagar,6 AKBAR HUSSAIN SHAFI HUSSAIN,MALE,IND,1980,,1980,1.42%,251916,
172,Anushakti Nagar,7 AGARWAL JAYAPRAKASH BABULAL,MALE,BSP,1308,11,1319,0.95%,251916,
172,Anushakti Nagar,8 SHAHNAWAZ SARFRAZ H. SHAIKH,MALE,AIMIM,602,,602,0.43%,251916,
172,Anushakti Nagar,9 VIDHYADHAR YASHWANT GHERADE,MALE,IND,357,1,358,0.26%,251916,
172,Anushakti Nagar,10 MADHUKAR MARUTI KODAG,MALE,ABHS,280,,280,0.20%,251916,
172,Anushakti Nagar,11 YASMIN HAFIZULLAH SHAIKH,FEMALE,IND,230,1,231,0.17%,251916,
172,Anushakti Nagar,12 MAHESH APPA SAWANT,MALE,SVPP,209,,209,0.15%,251916,
172,Anushakti Nagar,13 Adv. MAHENDRA BHINGARDIVE,MALE,IND,207,1,208,0.15%,251916,
172,Anushakti Nagar,14 ARIF KALIM USMANI,MALE,IND,200,,200,0.14%,251916,
172,Anushakti Nagar,15 RAVI CHARAN SINGH,MALE,BMUP,169,2,171,0.12%,251916,
172,Anushakti Nagar,16 ABDUL GAFFAR s/o FARHAD BAIG,MALE,IND,115,,115,0.08%,251916,
 TOTAL : ,,,,,138790,436,139226,55.27%,,
173,Chembur,1 Prakash Vaikunth Phaterpekar,MALE,SHS,53191,73,53264,40.15%,253901,
173,Chembur,2 Chandrakant Damodar Handore,MALE,INC,34210,36,34246,25.82%,253901,
173,Chembur,3 Rajendra Jagannath Mahulkar,MALE,VBA,23151,27,23178,17.47%,253901,
173,Chembur,4 Karna (Bala) Dunbale,MALE,MNS,14382,22,14404,10.86%,253901,
173,Chembur,5 NOTA,,NOTA,3571,7,3578,2.70%,253901,
173,Chembur,6 Madhu Rama More,MALE,BSP,909,1,910,0.69%,253901,
173,Chembur,7 Dhananjay Shankar Kolkar,MALE,IND,657,1,658,0.50%,253901,
173,Chembur,8 Satish Nana Sonawane,MALE,IND,633,,633,0.48%,253901,
173,Chembur,9 Navnath Jaysing Navale,MALE,IND,491,,491,0.37%,253901,
173,Chembur,10 Anita Kiran Patole,FEMALE,SP,432,,432,0.33%,253901,
173,Chembur,11 Sukesh Zhangiri Singh,MALE,AAPP,343,,343,0.26%,253901,
173,Chembur,12 Kanhyalal Rajaram Gupta,MALE,PWPI,297,,297,0.22%,253901,
173,Chembur,13 Tatoba Pandurang Zende,MALE,APoI,220,,220,0.17%,253901,
 TOTAL : ,,,,,132487,167,132654,52.25%,,
174,Kurla(SC),1 Mangesh Kudalkar,MALE,SHS,54914,135,55049,44.60%,274813,
174,Kurla(SC),2 Milind (Anna) Bhupal Kamble,MALE,NCP,33987,49,34036,27.57%,274813,
174,Kurla(SC),3 Adv. Ratnakar Dynanu Davare,MALE,AIMIM,17342,7,17349,14.06%,274813,
174,Kurla(SC),4 Appasaheb Anandarao Avchare,MALE,MNS,9755,16,9771,7.92%,274813,
174,Kurla(SC),5 NOTA,,NOTA,4510,11,4521,3.66%,274813,
174,Kurla(SC),6 Nitin Gangaram Bhosale,MALE,BSP,1976,3,1979,1.60%,274813,
174,Kurla(SC),7 Ganesh Ankush Shinde,MALE,APoI,729,,729,0.59%,274813,
 TOTAL : ,,,,,123213,221,123434,44.92%,,
175,Kalina,1 SANJAY GOVIND POTNIS,MALE,SHS,43250,69,43319,36.53%,237655,
175,Kalina,2 GEORGE ABRAHAM,MALE,INC,38364,24,38388,32.37%,237655,
175,Kalina,3 SANJAY RAMCHANDRA TURDE,MALE,MNS,22382,23,22405,18.89%,237655,
175,Kalina,4 NOTA,,NOTA,3006,6,3012,2.54%,237655,
175,Kalina,5 MANISHA SACHIN JADHAV,FEMALE,VBA,2969,10,2979,2.51%,237655,
175,Kalina,6 MOHAMMED SUFIYAN SAYED,MALE,AIMIM,2632,5,2637,2.22%,237655,
175,Kalina,7 JAVED MOHAMMAD RAFIQUE SHAIKH,MALE,IND,1496,,1496,1.26%,237655,
175,Kalina,8 ISMAIL IBRAHIM SHAIKH,MALE,SP,1250,,1250,1.05%,237655,
175,Kalina,9 MORE VINOD PUNDLIK,MALE,BSP,1191,1,1192,1.01%,237655,
175,Kalina,10 ADV. PRADEEP NAMBIAR,MALE,IND,618,1,619,0.52%,237655,
175,Kalina,11 LAXMAN NAGU KAIKADI,MALE,APoI,356,,356,0.30%,237655,
175,Kalina,12 GAYATRI R JAISWAL,FEMALE,PWPI,353,,353,0.30%,237655,
175,Kalina,13 SATPUTE VISHAL JANU,MALE,IND,326,,326,0.27%,237655,
175,Kalina,14 TAFFAJJUL HUSAIN KHAN (JUGNU),MALE,BAHUMP,148,,148,0.12%,237655,
175,Kalina,15 SHORAB SHAIKH,MALE,BHABHAPA,101,,101,0.09%,237655,
 TOTAL : ,,,,,118442,139,118581,49.90%,,
176,Vandre East,1 ZEESHAN BABA SIDDIQUE,MALE,INC,38309,28,38337,30.28%,251371,
176,Vandre East,2 PRIN. VISHWANATH PANDURANG MAHADESHWAR,MALE,SHS,32476,71,32547,25.71%,251371,
176,Vandre East,3 TRUPTI PRAKASH (BALA) SAWANT,FEMALE,IND,24034,37,24071,19.01%,251371,
176,Vandre East,4 MOHAMMED SAALIM QURESHI,MALE,AIMIM,12591,3,12594,9.95%,251371,
176,Vandre East,5 AKHIL ANIL CHITRE,MALE,MNS,10652,31,10683,8.44%,251371,
176,Vandre East,6 JAVED AHMED FATH MHMMED SAIKH,MALE,VBA,2903,10,2913,2.30%,251371,
176,Vandre East,7 NOTA,,NOTA,2544,4,2548,2.01%,251371,
176,Vandre East,8 GAMRE VISHAL VISWASH,MALE,BSP,1088,3,1091,0.86%,251371,
176,Vandre East,9 NOOR MOHD FATEH MOHD SHAIKH,MALE,IUML,495,,495,0.39%,251371,
176,Vandre East,10 KISHOR BHIMA IGAVE,MALE,IND,354,,354,0.28%,251371,
176,Vandre East,11 ANILSINGH CHAUHAN,MALE,IND,271,,271,0.21%,251371,
176,Vandre East,12 MOHOMMAD UMER ABDUL SATTAR QURESHI,MALE,BMUP,265,,265,0.21%,251371,
176,Vandre East,13 PRAGATI DEEPAK JADHAV,FEMALE,PPID,229,1,230,0.18%,251371,
176,Vandre East,14 DEVCHAND EKNATH RANDIVE,MALE,PWPI,198,,198,0.16%,251371,
 TOTAL : ,,,,,126409,188,126597,50.36%,,
177,Vandre West,1 ADV. ASHISH BABAJI SHELAR,MALE,BJP,74750,66,74816,57.11%,297716,
177,Vandre West,2 ASIF AHMED ZAKARIA,MALE,INC,48281,28,48309,36.88%,297716,
177,Vandre West,3 NOTA,,NOTA,3528,3,3531,2.70%,297716,
177,Vandre West,4 ISTIYAK BASHIR JAGIRDAR,MALE,VBA,3305,7,3312,2.53%,297716,
177,Vandre West,5 ARUN VITTHAL JADHAV,MALE,BSP,1035,1,1036,0.79%,297716,
 TOTAL : ,,,,,130899,105,131004,44.00%,,
178,Dharavi ,1 Gaikwad Varsha Eknath,FEMALE,INC,53915,39,53954,45.31%,250251,
178,Dharavi ,2 Ashish Vasant More,MALE,SHS,42093,37,42130,35.38%,250251,
178,Dharavi ,3 Manoj Sansare,MALE,AIMIM,13097,2,13099,11.00%,250251,
178,Dharavi ,4 Kawade Sandeep Vinayak,MALE,MNS,4059,3,4062,3.41%,250251,
178,Dharavi ,5 Anita Deepak Gautam,FEMALE,BSP,1870,,1870,1.57%,250251,
178,Dharavi ,6 NOTA,,NOTA,1867,2,1869,1.57%,250251,
178,Dharavi ,7 Ganesh Bajirao Kadam,MALE,ABHM,661,,661,0.56%,250251,
178,Dharavi ,8 Babita Vijay Shinde,FEMALE,IND,459,,459,0.39%,250251,
178,Dharavi ,9 Ravindra Yadav Angarkhe,MALE,BMUP,293,1,294,0.25%,250251,
178,Dharavi ,10 Vikas Maruti Rokde,MALE,IND,267,,267,0.22%,250251,
178,Dharavi ,11 Dalvi Raju Sahebrao,MALE,IND,233,,233,0.20%,250251,
178,Dharavi ,12 Giriraj Dashrath Sherkhane,MALE,IND,179,,179,0.15%,250251,
 TOTAL : ,,,,,118993,84,119077,47.58%,,
179,Sion koliwada,1 Captain R Tamil Selvan,MALE,BJP,54794,51,54845,42.24%,257293,
179,Sion koliwada,2 Ganesh Kumar Yadav,MALE,INC,40873,21,40894,31.49%,257293,
179,Sion koliwada,3 Anant Laxman Kamble,MALE,MNS,13660,24,13684,10.54%,257293,
179,Sion koliwada,4 Amiruddin Alqamar Nizamuddin (Aamir Edresy),MALE,VBA,11549,7,11556,8.90%,257293,
179,Sion koliwada,5 NOTA,,NOTA,3256,3,3259,2.51%,257293,
179,Sion koliwada,6 Vilas Dhondu Kamble,MALE,BSP,1724,,1724,1.33%,257293,
179,Sion koliwada,7 Com. Vijay Ashok Dalvi,MALE,CPI,1695,1,1696,1.31%,257293,
179,Sion koliwada,8 Adv. Shanta Nair,FEMALE,BAHUMP,986,,986,0.76%,257293,
179,Sion koliwada,9 Shamshe Alam Gulam Husein Shaikh,MALE,PECP,464,,464,0.36%,257293,
179,Sion koliwada,10 Attadeep Jadhav,MALE,PWPI,340,,340,0.26%,257293,
179,Sion koliwada,11 Adv. Ashwini Arun Kasbe,FEMALE,PRBHPRP,250,,250,0.19%,257293,
179,Sion koliwada,12 Bala Venkatesh Vinayak Nadar,MALE,AAPP,153,,153,0.12%,257293,
 TOTAL : ,,,,,129744,107,129851,50.47%,,
180,Wadala,1 Kalidas Nilkanth Kolambkar,MALE,BJP,56314,171,56485,52.01%,203776,
180,Wadala,2 Shivkumar Uday Lad,MALE,INC,25608,32,25640,23.61%,203776,
180,Wadala,3 Anand Mohan Prabhu,MALE,MNS,15745,34,15779,14.53%,203776,
180,Wadala,4 Laxman Kashinath Pawar,MALE,IND,6521,23,6544,6.03%,203776,
180,Wadala,5 NOTA,,NOTA,3428,4,3432,3.16%,203776,
180,Wadala,6 Mohammad Irshad Taoufiq Khan,MALE,AIMF,441,1,442,0.41%,203776,
180,Wadala,7 Yashwant Shivaji Waghmare,MALE,IND,278,,278,0.26%,203776,
 TOTAL : ,,,,,108335,265,108600,53.29%,,
181,Mahim,1 Sada Sarvankar,MALE,SHS,61223,114,61337,49.45%,235479,
181,Mahim,2 Sandeep Sudhakar Deshpande,MALE,MNS,42609,81,42690,34.42%,235479,
181,Mahim,3 Pravin Naik,MALE,INC,15235,11,15246,12.29%,235479,
181,Mahim,4 NOTA,,NOTA,3908,4,3912,3.15%,235479,
181,Mahim,5 Mohanish Ravindra Raul,MALE,IND,842,1,843,0.68%,235479,
 TOTAL : ,,,,,123817,211,124028,52.67%,,
182,Worli,1 Aaditya Uddhav Thackeray,MALE,SHS,88962,286,89248,69.14%,269003,
182,Worli,2 Adv. (Dr.) Suresh Mane,MALE,NCP,21780,41,21821,16.91%,269003,
182,Worli,3 Gautam Anna Gaikwad,MALE,VBA,6553,19,6572,5.09%,269003,
182,Worli,4 NOTA,,NOTA,6284,21,6305,4.88%,269003,
182,Worli,5 Vishram Tida Padam,MALE,BSP,1931,1,1932,1.50%,269003,
182,Worli,6 Adv. Rupesh Lilachandra Turbhekar,MALE,IND,829,,829,0.64%,269003,
182,Worli,7 Abhijit Wamanrao Bichukale,MALE,IND,776,5,781,0.61%,269003,
182,Worli,8 Pratap Baburao Hawaldar (Desai),MALE,PHJSP,456,,456,0.35%,269003,
182,Worli,9 Mangal Pranjeevan Rajgor,MALE,IND,247,,247,0.19%,269003,
182,Worli,10 Mahesh Popat Khandekar,MALE,IND,236,,236,0.18%,269003,
182,Worli,11 Adv. Vijay Janardhan Shiktode,MALE,IND,193,,193,0.15%,269003,
182,Worli,12 Bansode Santosh Kisan,MALE,BMSM,179,,179,0.14%,269003,
182,Worli,13 Nitin Vishwas Gaikwad,MALE,IND,160,,160,0.12%,269003,
182,Worli,14 Milind Kamble,MALE,IND,114,1,115,0.09%,269003,
 TOTAL : ,,,,,128700,374,129074,47.98%,,
183,Shivadi ,1 Ajay Vinayak Choudhari,MALE,SHS,77533,154,77687,57.27%,274989,
183,Shivadi ,2 Santosh Raghunath Nalawade,MALE,MNS,38297,53,38350,28.27%,274989,
183,Shivadi ,3 Uday Vitthal Phansekar,MALE,INC,13354,14,13368,9.85%,274989,
183,Shivadi ,4 NOTA,,NOTA,4296,12,4308,3.18%,274989,
183,Shivadi ,5 Madan Harishchandra Khale,MALE,BSP,1943,5,1948,1.44%,274989,
 TOTAL : ,,,,,135423,238,135661,49.33%,,
184,Byculla,1 Yamini Yashwant Jadhav,FEMALE,SHS,51114,66,51180,41.03%,245923,
184,Byculla,2 Waris Yusuf Pathan,MALE,AIMIM,31149,8,31157,24.98%,245923,
184,Byculla,3 Anna Madhu Chavan,MALE,INC,24127,12,24139,19.35%,245923,
184,Byculla,4 Geeta Ajay Gawli,FEMALE,ABHS,10484,9,10493,8.41%,245923,
184,Byculla,5 NOTA,,NOTA,2789,2,2791,2.24%,245923,
184,Byculla,6 Ajaz Khan,MALE,IND,2173,1,2174,1.74%,245923,
184,Byculla,7 Francis Sabastian D�Souza,MALE,IND,929,,929,0.74%,245923,
184,Byculla,8 Jaiswar Kripashankar Rammurat,MALE,BSP,591,,591,0.47%,245923,
184,Byculla,9 Sameer Salauddin Thakur,MALE,IND,406,,406,0.33%,245923,
184,Byculla,10 Rasheed Khan,MALE,BAHUMP,378,,378,0.30%,245923,
184,Byculla,11 Abdul Hamid Shaikh,MALE,IUML,364,,364,0.29%,245923,
184,Byculla,12 Mohd. Naeem Shaikh,MALE,AimPP,121,,121,0.10%,245923,
 TOTAL : ,,,,,124625,98,124723,50.72%,,
185,Malabar hill,1 Mangal Prabhat Lodha,MALE,BJP,93457,81,93538,75.87%,262400,
185,Malabar hill,2 Heera Navaji Devasi,MALE,INC,21644,22,21666,17.57%,262400,
185,Malabar hill,3 NOTA,,NOTA,5388,4,5392,4.37%,262400,
185,Malabar hill,4 Arjun Ramesh Jadhav,MALE,BMFP,689,1,690,0.56%,262400,
185,Malabar hill,5 Shankar Sonawane,MALE,IND,556,2,558,0.45%,262400,
185,Malabar hill,6 Vishal Sopan Gurav,MALE,BSP,453,2,455,0.37%,262400,
185,Malabar hill,7 Rajesh Shinde,MALE,IND,364,2,366,0.30%,262400,
185,Malabar hill,8 Abhay Sureshrao Kathale,MALE,NYP,206,,206,0.17%,262400,
185,Malabar hill,9 Mohammed Mahtab Shaikh,MALE,BMUP,184,,184,0.15%,262400,
185,Malabar hill,10 Satendra Surendra Singh,MALE,IND,128,,128,0.10%,262400,
185,Malabar hill,11 Sayed Mohammed Arshad,MALE,AimPP,106,,106,0.09%,262400,
 TOTAL : ,,,,,123175,114,123289,46.99%,,
186,Mumbadevi,1 Amin Patel,MALE,INC,58933,19,58952,54.87%,244145,
186,Mumbadevi,2 Pandurang Ganpat Sakpal,MALE,SHS,35259,38,35297,32.85%,244145,
186,Mumbadevi,3 Bashir Musa Patel,MALE,AIMIM,6372,1,6373,5.93%,244145,
186,Mumbadevi,4 Keshav Ramesh Mulay,MALE,MNS,3176,9,3185,2.96%,244145,
186,Mumbadevi,5 NOTA,,NOTA,1538,1,1539,1.43%,244145,
186,Mumbadevi,6 Shamsher Khan Vazir Khan Pathan,MALE,VBA,1262,2,1264,1.18%,244145,
186,Mumbadevi,7 Udaykumar Ramchandra Shiroorkar,MALE,IND,255,,255,0.24%,244145,
186,Mumbadevi,8 Waris Ali Shaikh,MALE,BSP,214,,214,0.20%,244145,
186,Mumbadevi,9 Mohamed Juned Shaikh,MALE,ABHS,148,,148,0.14%,244145,
186,Mumbadevi,10 Mohd. Naeem Shaikh,MALE,AimPP,95,,95,0.09%,244145,
186,Mumbadevi,11 Najeeb Sayed,MALE,SVPP,68,,68,0.06%,244145,
186,Mumbadevi,12 Nazir Khan,MALE,IUML,57,,57,0.05%,244145,
 TOTAL : ,,,,,107377,70,107447,44.01%,,
187,Colaba,1 Adv. Rahul Suresh Narwekar,MALE,BJP,57350,70,57420,53.85%,266587,
187,Colaba,2 Ashok Arjunrao alias Bhai Jagtap,MALE,INC,41191,34,41225,38.66%,266587,
187,Colaba,3 Jitendra Ramchandra Kamble,MALE,VBA,3006,5,3011,2.82%,266587,
187,Colaba,4 NOTA,,NOTA,2916,5,2921,2.74%,266587,
187,Colaba,5 Santosh Gopinath Chavan,MALE,IND,667,,667,0.63%,266587,
187,Colaba,6 Arjun Ganpat Rukhe,MALE,BSP,615,,615,0.58%,266587,
187,Colaba,7 Amol Tulsidas Govalkar,MALE,KKJHS,340,,340,0.32%,266587,
187,Colaba,8 Bharat Purohit,MALE,IND,237,,237,0.22%,266587,
187,Colaba,9 Rajendra Daulat Suryavanshi,MALE,AimPP,194,,194,0.18%,266587,
 TOTAL : ,,,,,106516,114,106630,40.00%,,
188,Panvel ,1 PRASHANT RAMSHETH THAKUR,MALE,BJP,178581,528,179109,59.21%,557513,
188,Panvel ,2 HARESH MANOHAR KENI,MALE,PWPI,86211,168,86379,28.56%,557513,
188,Panvel ,3 NOTA,,NOTA,12371,28,12399,4.10%,557513,
188,Panvel ,4 HARESH S. KENI,MALE,IND,8792,5,8797,2.91%,557513,
188,Panvel ,5 FULCHAND MANGAL KITKE,MALE,BSP,5797,30,5827,1.93%,557513,
188,Panvel ,6 ARUN RAM MHATRE,MALE,IND,3536,8,3544,1.17%,557513,
188,Panvel ,7 KANTILAL HARISHCHANDRA KADU,MALE,IND,2120,3,2123,0.70%,557513,
188,Panvel ,8 PRAVIN SUBHASH PATIL,MALE,BMUP,1984,3,1987,0.66%,557513,
188,Panvel ,9 ADV. MANVENDRA YALLAPPA VAIDU,MALE,MHBHVCAG,896,4,900,0.30%,557513,
188,Panvel ,10 RAJEEV KUMAR SINHA,MALE,INNP,712,1,713,0.24%,557513,
188,Panvel ,11 SANJAY GANPAT CHAUDHARI,MALE,IND,702,1,703,0.23%,557513,
 TOTAL : ,,,,,301702,779,302481,54.26%,,
189,Karjat,1 Mahendra Sadashiv Thorve,MALE,SHS,102029,179,102208,51.04%,282310,
189,Karjat,2 Sureshbhau Narayan Lad,MALE,NCP,83970,192,84162,42.03%,282310,
189,Karjat,3 Akram Mohammed Islam Khan,MALE,VBA,4199,15,4214,2.10%,282310,
189,Karjat,4 NOTA,,NOTA,3063,9,3072,1.53%,282310,
189,Karjat,5 Suresh Chintaman Gaikwad,MALE,BSP,1490,3,1493,0.75%,282310,
189,Karjat,6 Adv. Gopal Gunja Shelake,MALE,CPI,1240,,1240,0.62%,282310,
189,Karjat,7 Jaitu Kanu Pirkad,MALE,IND,1210,6,1216,0.61%,282310,
189,Karjat,8 Lad Suresh Tukaram,MALE,IND,732,1,733,0.37%,282310,
189,Karjat,9 Prakash Bhivaji Mahadik,MALE,BAHUMP,651,1,652,0.33%,282310,
189,Karjat,10 Pushpa Mangesh Mhatre,FEMALE,PPID,504,,504,0.25%,282310,
189,Karjat,11 Nikhil Ramchandra Harpude,MALE,IND,441,,441,0.22%,282310,
189,Karjat,12 Kishor Narayan Shitole,MALE,JALOP,308,,308,0.15%,282310,
 TOTAL : ,,,,,199837,406,200243,70.93%,,
190,Uran,1 Mahesh Baldi,MALE,IND,74463,86,74549,34.05%,294194,
190,Uran,2 Manohar Gajanan Bhoir,MALE,SHS,68745,94,68839,31.44%,294194,
190,Uran,3 Vivek Patil,MALE,PWPI,61456,145,61601,28.14%,294194,
190,Uran,4 Atul Parshuram Bhagat,MALE,MNS,5093,3,5096,2.33%,294194,
190,Uran,5 NOTA,,NOTA,3072,5,3077,1.41%,294194,
190,Uran,6 Adv. Rakesh Narayan Patil,MALE,VBA,1711,2,1713,0.78%,294194,
190,Uran,7 Madhukar Sudam Kadu,MALE,IND,1580,1,1581,0.72%,294194,
190,Uran,8 Santosh Madhukar Patil,MALE,BSP,1358,,1358,0.62%,294194,
190,Uran,9 Santosh Shankar Bhagat,MALE,IND,1133,,1133,0.52%,294194,
 TOTAL : ,,,,,218611,336,218947,74.42%,,
191,Pen,1 Ravisheth Patil,MALE,BJP,112016,364,112380,52.05%,302036,
191,Pen,2 Dhairyashil Mohan Patil,MALE,PWPI,87968,361,88329,40.91%,302036,
191,Pen,3 NOTA,,NOTA,2459,14,2473,1.15%,302036,
191,Pen,4 Nanda Mhatre,FEMALE,INC,2319,11,2330,1.08%,302036,
191,Pen,5 Ravi Patil,MALE,IND,1561,,1561,0.72%,302036,
191,Pen,6 Gharat Ramsheth Manglya,MALE,IND,1555,1,1556,0.72%,302036,
191,Pen,7 Pawar Ramesh Gauru,MALE,VBA,1405,8,1413,0.65%,302036,
191,Pen,8 Mohan Ramchandra Patil,MALE,IND,1279,,1279,0.59%,302036,
191,Pen,9 Dhanraj Lakshman Khaire,MALE,BALP,1235,,1235,0.57%,302036,
191,Pen,10 Ravi Patil,MALE,IND,896,1,897,0.42%,302036,
191,Pen,11 Balaram Shankar Gaikwad,MALE,BSP,734,2,736,0.34%,302036,
191,Pen,12 Rohidas Govind Gaikwad,MALE,IND,698,1,699,0.32%,302036,
191,Pen,13 Pawar Sunita Ganesh,FEMALE,IND,554,1,555,0.26%,302036,
191,Pen,14 Amod Ramchandra Mundhe,MALE,IND,257,,257,0.12%,302036,
191,Pen,15 Sandip(Bhai) Pandurang Parte,MALE,BAHUMP,226,,226,0.10%,302036,
 TOTAL : ,,,,,215162,764,215926,71.49%,,
192,Alibag,1 Mahendra Hari Dalvi,MALE,SHS,111590,356,111946,52.11%,294748,
192,Alibag,2 Subhash Alias Panditshet Patil,MALE,PWPI,78511,511,79022,36.78%,294748,
192,Alibag,3 Rajendra Madhukar Thakur Alias Rajabhau Thakur,MALE,IND,11864,27,11891,5.54%,294748,
192,Alibag,4 Ashraf Latif Ghatte,MALE,IND,2918,2,2920,1.36%,294748,
192,Alibag,5 Adv. Thakur Shraddha Mahesh,FEMALE,INC,2514,12,2526,1.18%,294748,
192,Alibag,6 NOTA,,NOTA,2311,2,2313,1.08%,294748,
192,Alibag,7 Ravikant Ramchandra Perekar,MALE,VBA,1133,6,1139,0.53%,294748,
192,Alibag,8 Anil Baban Gaikwad,MALE,BSP,755,1,756,0.35%,294748,
192,Alibag,9 Chintaman Laxman Patil,MALE,IND,725,,725,0.34%,294748,
192,Alibag,10 Shrinivas Satyanarayan Mattaparti,MALE,IND,414,,414,0.19%,294748,
192,Alibag,11 Dinkar Ganpat Khariwle,MALE,IND,366,,366,0.17%,294748,
192,Alibag,12 Sandeep Bapu Sarang,MALE,LB,359,,359,0.17%,294748,
192,Alibag,13 Hemlata Ramnath Patil,FEMALE,PHJSP,303,,303,0.14%,294748,
192,Alibag,14 Anand Ranganath Naik,MALE,IND,145,,145,0.07%,294748,
 TOTAL : ,,,,,213908,917,214825,72.88%,,
193,Shrivardhan,1 Aditi Sunil Tatkare,FEMALE,NCP,91650,424,92074,58.55%,257600,
193,Shrivardhan,2 Vinod Ramchandra Ghosalkar,MALE,SHS,52342,111,52453,33.36%,257600,
193,Shrivardhan,3 NOTA,,NOTA,3765,7,3772,2.40%,257600,
193,Shrivardhan,4 Pawar Dnyandeo Maruti,MALE,IND,1839,5,1844,1.17%,257600,
193,Shrivardhan,5 Sanjay Balkrishna Gaikwad,MALE,MNS,1469,4,1473,0.94%,257600,
193,Shrivardhan,6 Santosh Tanaji Pawar,MALE,IND,1182,1,1183,0.75%,257600,
193,Shrivardhan,7 Dr. A. Moiz A. Aziz Shaikh,MALE,IND,1053,4,1057,0.67%,257600,
193,Shrivardhan,8 Suman Yashwant Sakpal,FEMALE,BSP,776,1,777,0.49%,257600,
193,Shrivardhan,9 Bhaskar Narayan Kare,MALE,IND,676,3,679,0.43%,257600,
193,Shrivardhan,10 Danish Naeem Lambe,MALE,IND,443,,443,0.28%,257600,
193,Shrivardhan,11 Mahek Faisal Popere,FEMALE,IND,401,,401,0.26%,257600,
193,Shrivardhan,12 Devchandra Dharma Mhatre,MALE,IND,365,1,366,0.23%,257600,
193,Shrivardhan,13 Akmal Aslam Quadiri,MALE,IUML,330,,330,0.21%,257600,
193,Shrivardhan,14 Rambhau Ramchandra Manchekar,MALE,BMUP,276,5,281,0.18%,257600,
193,Shrivardhan,15 Geeta Bhadrsen Wadhai,FEMALE,IND,115,,115,0.07%,257600,
 TOTAL : ,,,,,156682,566,157248,61.04%,,
194,Mahad,1 Gogawale Bharat Maruti,MALE,SHS,102051,222,102273,53.57%,284842,
194,Mahad,2 Manik Motiram Jagtap,MALE,INC,80497,201,80698,42.27%,284842,
194,Mahad,3 Devendra Pandurang Gaikwad,MALE,MNS,2237,1,2238,1.17%,284842,
194,Mahad,4 NOTA,,NOTA,2081,1,2082,1.09%,284842,
194,Mahad,5 Ghag Sanjay Arjun,MALE,VBA,1201,11,1212,0.63%,284842,
194,Mahad,6 Chandrakant Sharad Dhondge,MALE,IND,1199,2,1201,0.63%,284842,
194,Mahad,7 Ashish Harishchandra Jadhav,MALE,BMUP,675,,675,0.35%,284842,
194,Mahad,8 Laxman Tukaram Nimbalkar,MALE,IND,277,,277,0.15%,284842,
194,Mahad,9 Ashok Janglesir,MALE,IND,242,2,244,0.13%,284842,
 TOTAL : ,,,,,190460,440,190900,67.02%,,
195,Junnar,1 Atul Vallabh Benke,MALE,NCP,74634,324,74958,37.01%,299932,
